Secuencial;Fecha de Análisis;Departamento;Municipio;Cultivo;Estado;Tiempo de establecimiento;Topografia;Drenaje;Riego;Fertilizantes aplicados;pH agua:suelo;Materia organica;Fósforo Bray II;Azufre Fosfato monocalcico;Acidez Intercambiable;Aluminio intercambiable;Calcio intercambiable;Magnesio intercambiable;Potasio intercambiable;Sodio intercambiable;capacidad de intercambio cationico;Conductividad electrica;Hierro disponible olsen;Cobre disponible;Manganeso disponible Olsen;Zinc disponible Olsen;Boro disponible;Hierro disponible doble acido;Cobre disponible doble acido;Manganeso disponible doble acido;Zinc disponible doble  acido
5.490;20/03/2014;CUNDINAMARCA;VERGARA;Caña Panelera;Establecido;Mas de 10 años;Plano;Mal drenaje;No Tiene;NO;5.42;11.64;5.871;1.397;1.152;0.851;0.636;0.308;0.134;0.027;2.258;0.040;134;2.200;2.5;0.899;0.167;ND;ND;ND;ND
5.491;20/03/2014;CUNDINAMARCA;VERGARA;Caña Panelera;Establecido;De 5 a 10 años;Ondulado;Mal drenaje;No Tiene;NO;5.72;12.46;5.328;1.879;ND;ND;2.726;0.740;0.182;0.092;3.741;0.098;82;2.200;7.4;3.300;0.148;ND;ND;ND;ND
5.492;20/03/2014;CUNDINAMARCA;VERGARA;Caña Panelera;Establecido;Mas de 10 años;Plano;Mal drenaje;No Tiene;NO;4.59;3.811;5.095;9.116;3.416;2.888;0.611;0.185;<0.09;0.038;4.330;0.148;453.0;2.7;1.700;1.400;0.187;ND;ND;ND;ND
5.494;20/03/2014;CUNDINAMARCA;VERGARA;Caña Panelera;Establecido;Mas de 10 años;Plano;Mal drenaje;No Tiene;NO;6.07;19.10;14.90;7.669;ND;ND;16.61;3.618;0.492;0.054;20.77;0.603;33.19;0.899;13.79;10;0.658;ND;ND;ND;ND
5.495;20/03/2014;CUNDINAMARCA;VERGARA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Mal drenaje;No Tiene;NO;4.769;5.861;3.775;6.221;3.125;2.526;1.347;0.267;0.105;0.038;4.884;0.159;398;0.899;1.6;1.400;0.226;ND;ND;ND;ND
5.498;20/03/2014;CUNDINAMARCA;QUEBRADANEGRA;Caña Panelera;Establecido;De 5 a 10 años;Ondulado;Buen drenaje;No Tiene;NO;6.5;2.263;3.930;3.166;ND;ND;14.90;0.771;0.137;0.136;15.94;0.282;25;2.300;0.6;0.8;0.167;ND;ND;ND;ND
5.518;20/03/2014;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;No indica;No Tiene;NO;5.74;5.217;3.589;9.806;ND;ND;9.322;1.644;0.227;0.070;11.26;0.770;473.0;4.400;9.399;30.09;0.138;ND;ND;ND;ND
5.522;20/03/2014;CUNDINAMARCA;QUEBRADANEGRA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;NO;7.74;5.223;113.6;3.809;ND;ND;18.87;0.853;0.483;0.043;20.25;0.638;35.9;5.8;1.100;21;0.521;ND;ND;ND;ND
5.524;20/03/2014;CUNDINAMARCA;NIMAIMA;Caña Panelera;Establecido;Mas de 10 años;Plano;Mal drenaje;No Tiene;NO;4.79;4.221;2.906;4.613;2.444;2.056;2.471;0.051;<0.09;0.027;5.013;0.159;1030;2.6;1.400;0.4;0.187;ND;ND;ND;ND
5.525;20/03/2014;CUNDINAMARCA;NIMAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Mal drenaje;No Tiene;NO;4.889;3.993;4.412;2.844;3.676;3.309;2.845;0.328;0.128;0.076;7.055;0.078;1021.;7.4;1.2;9;0.207;ND;ND;ND;ND
5.526;20/03/2014;CUNDINAMARCA;NIMAIMA;Caña Panelera;Establecido;Mas de 10 años;Plano;Mal drenaje;No Tiene;NO;6.07;4.403;4.893;7.830;ND;ND;11.68;1.192;0.150;0.125;13.14;0.217;152;6.7;3.300;1.2;0.246;ND;ND;ND;ND
5.527;20/03/2014;CUNDINAMARCA;NIMAIMA;Caña Panelera;Establecido;De 1 a 5 años;Ondulado;Mal drenaje;No Tiene;NO;6.72;3.447;5.157;1.879;ND;ND;8.948;1.058;0.137;0.048;10.19;0.191;135;7.4;3.400;1.700;0.383;ND;ND;ND;ND
5.528;20/03/2014;CUNDINAMARCA;NIMAIMA;Caña Panelera;Establecido;Mas de 10 años;Plano;Mal drenaje;No Tiene;NO;5;2.445;3.092;1.557;2.073;1.537;1.759;0.287;<0.09;0.092;4.303;0.103;292;2.800;6.1;13.3;0.187;ND;ND;ND;ND
5.530;20/03/2014;CUNDINAMARCA;NIMAIMA;Caña Panelera;Establecido;De 0 a 1 año;Pendiente;Mal drenaje;No Tiene;NO;7.17;4.312;20.48;10.24;ND;ND;11.45;0.678;0.121;0.054;12.31;0.439;64.2;11;1.700;1.6;0.521;ND;ND;ND;ND
5.531;20/03/2014;CUNDINAMARCA;NIMAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Mal drenaje;No Tiene;NO;5.5;1.944;9.256;1.879;ND;ND;9.210;0.164;<0.09;0.125;9.554;0.095;93;4.5;4;26.6;0.187;ND;ND;ND;ND
5.532;20/03/2014;CUNDINAMARCA;NIMAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Mal drenaje;No Tiene;NO;7.55;3.082;12.28;7.508;ND;ND;10.14;0.339;<0.09;0.065;10.61;0.401;86.7;6.5;1.400;1.400;0.305;ND;ND;ND;ND
5.533;20/03/2014;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;No indica;No Tiene;NO;7.99;0.764;2.476;6.545;ND;ND;17.77;0.113;<0.09;0.076;17.97;0.378;10.8;3.5;0.700;16.39;0.115;ND;ND;ND;ND
5.535;20/03/2014;CUNDINAMARCA;NIMAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Mal drenaje;No Tiene;NO;5.99;2.627;53.26;1.879;ND;ND;11.04;0.421;<0.09;0.136;11.65;0.184;148;18.3;1.700;148;0.187;ND;ND;ND;ND
5.539;20/03/2014;CUNDINAMARCA;NIMAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Mal drenaje;No Tiene;SI;5.46;4.130;9.396;7.508;0;0;5.952;0.565;0.195;0.048;6.762;0.295;370;7.5;3.900;1.100;0.383;ND;ND;ND;ND
5.540;20/03/2014;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;5.76;3.819;11.86;5.730;ND;ND;8.386;0.719;0.118;0.065;9.289;0.199;372;7.6;2.800;36;0.206;ND;ND;ND;ND
5.541;20/03/2014;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;5.51;3.250;10.12;7.157;ND;ND;5.016;1.542;0.256;0.081;6.896;0.189;278;3.400;5.5;1.700;0.115;ND;ND;ND;ND
5.542;20/03/2014;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;5.4;4.389;6.240;3.692;2.138;1.790;3.481;0.236;0.140;0.059;6.057;0.136;284;2.1;4.900;4.099;0.138;ND;ND;ND;ND
5.557;20/03/2014;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;6.32;4.751;19.52;6.342;ND;ND;20.59;0.267;0.111;0.065;21.03;0.290;28;4.3;0.8;35;0.206;ND;ND;ND;ND
5.559;20/03/2014;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;4.809;4.441;6.490;5.934;2.230;1.970;1.734;0.442;0.124;0.103;4.634;0.310;495;3.900;2.200;9.5;0.115;ND;ND;ND;ND
5.560;20/03/2014;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Regular drenaje;No Tiene;NO;6.84;2.266;60.73;4.507;ND;ND;19.08;0.185;<0.09;0.048;19.37;0.189;8.100;6.5;0.8;70;0.138;ND;ND;ND;ND
5.585;20/03/2014;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;6.89;3.664;19.36;5.119;ND;ND;26.22;0.442;0.121;0.070;26.85;0.345;205;1.799;0.899;1.400;0.454;ND;ND;ND;ND
5.586;20/03/2014;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;SI;5.059;2.214;34.23;6.953;0.922;0.740;2.901;0.452;<0.09;0.043;4.383;0.143;317;3.300;2.1;7;0.273;ND;ND;ND;ND
5.589;20/03/2014;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;7.8;3.353;5.596;18.36;ND;ND;20.11;0.318;0.111;0.081;20.62;0.527;26.7;5.600;1.400;37;0.364;ND;ND;ND;ND
5.590;20/03/2014;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;No indica;Pendiente;Buen drenaje;No Tiene;NO;7.97;2.991;6.460;21.42;ND;ND;27.25;0.555;<0.09;0.081;27.96;0.583;17.2;6.1;1.2;28;0.273;ND;ND;ND;ND
5.591;20/03/2014;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;5.18;4.648;5.157;10.41;1.317;0.940;5.803;1.367;0.291;0.097;8.877;0.146;957;5.8;12.3;8.5;0.206;ND;ND;ND;ND
5.592;20/03/2014;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;6.03;3.923;6.680;8.991;ND;ND;11.23;1.243;0.166;0.059;12.70;0.600;301;2.7;5.300;11.7;0.115;ND;ND;ND;ND
5.593;20/03/2014;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;4.62;4.958;5.406;12.25;1.925;1.520;1.953;0.555;0.227;0.048;4.710;0.280;718;3.2;9.6;1.799;0.161;ND;ND;ND;ND
5.594;20/03/2014;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;7.48;4.337;4.688;10.82;ND;ND;20.86;0.195;0.134;0.097;21.29;0.611;93.2;5.4;1.799;0.899;0.138;ND;ND;ND;ND
5.595;20/03/2014;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;4.91;3.612;9.683;6.138;6.771;5.770;9.622;0.945;0.179;0.059;17.57;0.161;295;2;2.6;5.600;0.161;ND;ND;ND;ND
5.596;20/03/2014;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;5.21;3.094;13.78;6.953;1.925;1.610;4.492;1.850;0.774;0.071;9.114;0.143;639;28.1;4.2;11.79;0.138;ND;ND;ND;ND
5.597;20/03/2014;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;5.09;4.337;8.701;5.323;1.287;0.960;5.091;0.195;0.144;0.087;6.805;0.148;384;3.900;10.9;6;0.115;ND;ND;ND;ND
5.598;20/03/2014;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Plano;No indica;No Tiene;NO;5.7;7.081;18.86;8.991;ND;ND;12.46;2.528;0.272;0.136;15.40;0.388;468;5.300;6.600;29.2;0.206;ND;ND;ND;ND
5.599;20/03/2014;CUNDINAMARCA;TOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;6.77;7.029;14.12;11.23;ND;ND;21.34;0.524;0.217;0.119;22.20;0.532;53.09;4.600;1.3;33;0.319;ND;ND;ND;ND
5.602;20/03/2014;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;5.71;3.301;8.980;7.768;ND;ND;10.07;0.575;0.131;0.108;10.88;0.295;470;9.399;2.6;24.70;0.251;ND;ND;ND;ND
5.603;20/03/2014;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;De 5 a 10 años;Ondulado;Buen drenaje;No Tiene;NO;5.16;2.266;4.907;8.176;4.845;2.120;1.971;0.174;<0.09;0.038;7.084;0.068;486;2.200;1.3;4.8;0.138;ND;ND;ND;ND
5.604;20/03/2014;CUNDINAMARCA;SASAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;7.53;3.457;52.31;10.21;ND;ND;18.00;0.894;<0.09;0.059;19.04;0.492;42.5;4.900;1.2;155;0.251;ND;ND;ND;ND
5.605;20/03/2014;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;No indica;No Tiene;NO;5.6;5.424;7.530;9.398;ND;ND;8.349;2.343;0.211;0.146;11.05;0.270;670;3.7;2.7;7.1;0.183;ND;ND;ND;ND
5.607;20/03/2014;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;No indica;No Tiene;NO;7.33;5.683;45.19;12.65;ND;ND;21.20;0.894;0.179;0.125;22.40;0.598;21.20;5.600;1.100;53.00;0.386;ND;ND;ND;ND
5.608;20/03/2014;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;No indica;No Tiene;NO;7.6;5.476;12.29;6.138;ND;ND;24.71;0.318;0.128;0.103;25.26;0.575;15.4;9;1.5;77;0.273;ND;ND;ND;ND
5.609;20/03/2014;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;No indica;No Tiene;NO;7.76;4.492;6.153;5.730;ND;ND;22.17;0.503;0.172;0.070;22.91;0.605;19.39;2.200;1.400;2.800;0.183;ND;ND;ND;ND
5.610;20/03/2014;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;No indica;No Tiene;NO;5.52;5.114;7.017;8.380;ND;ND;15.23;1.048;0.211;0.108;16.60;0.409;271;4.5;4.3;30;0.183;ND;ND;ND;ND
5.611;20/03/2014;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;No indica;No Tiene;NO;4.54;4.596;5.347;6.953;4.084;3.630;2.832;0.431;0.134;0.081;7.565;0.257;1366;7.4;5.4;14.9;0.206;ND;ND;ND;ND
5.612;20/03/2014;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;No indica;No Tiene;NO;5.8;2.059;4.219;3.692;ND;ND;10.22;1.973;0.118;0.103;12.41;1.032;350.9;4;2.800;2.6;0.115;ND;ND;ND;ND
5.613;20/03/2014;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;No indica;No Tiene;NO;6.82;5.787;7.368;9.398;ND;ND;21.26;1.521;0.249;0.108;23.14;1.027;55.59;3.599;1.2;26;0.319;ND;ND;ND;ND
5.614;20/03/2014;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;No indica;No Tiene;NO;7.07;3.767;13.05;6.953;ND;ND;18.94;0.483;0.16;0.103;19.69;0.588;29.4;3.5;0.8;15;0.161;ND;ND;ND;ND
5.615;20/03/2014;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;5.14;26.27;4.995;6.953;1.368;1.210;1.934;0.472;0.406;0.097;4.280;0.388;7;0.5;1.700;3.400;0.138;ND;ND;ND;ND
5.616;20/03/2014;CUNDINAMARCA;NOCAIMA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;5.36;2.939;5.772;4.100;0.435;0.250;7.824;0.236;<0.09;0.092;8.679;0.123;259;4.600;2.4;17.5;0.115;ND;ND;ND;ND
5.618;20/03/2014;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;No indica;No Tiene;NO;7.71;5.528;10.85;13.06;ND;ND;22.03;0.205;0.134;0.136;22.50;0.780;34;10.4;1.6;74;0.319;ND;ND;ND;ND
6.370;11/04/2014;CUNDINAMARCA;GUADUAS;Caña Panelera;Establecido;De 1 a 5 años;Plano;Buen drenaje;No Tiene;PORQUINAZA;5.03;5.852;10.15;5.479;0.761;0.571;2.134;0.750;0.345;0.043;4.035;0.148;337;2.300;8.299;2.4;0.092;ND;ND;ND;ND
6.371;11/04/2014;CUNDINAMARCA;GUADUAS;Caña Panelera;Establecido;De 0 a 1 año;Pendiente;Regular drenaje;No Tiene;PORQUINAZA;5.07;7.426;14.98;8.482;0.599;0.404;2.964;1.254;0.505;0.032;5.355;0.287;331;2.1;8.100;3.1;0.113;ND;ND;ND;ND
6.741;31/03/2014;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;8.07;3.405;13.56;4.632;ND;ND;20.18;0.123;<0.09;0.081;20.46;0.499;18.3;2.9;0.6;8.299;0.227;ND;ND;ND;ND
6.742;31/03/2014;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;7.91;5.217;13.48;14.07;ND;ND;21.55;0.966;0.198;0.070;22.78;0.772;26.9;5.2;0.700;49;0.557;ND;ND;ND;ND
6.743;31/03/2014;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;4.769;2.784;7.312;6.898;3.355;2.939;4.193;0.544;0.102;0.048;8.245;0.166;611;4;5;5.4;0.091;ND;ND;ND;ND
6.744;31/03/2014;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;8.039;2.680;5.249;5.576;ND;ND;20.66;0.328;0.105;0.043;21.13;0.467;11.7;4.2;0.8;24.4;0.266;ND;ND;ND;ND
6.745;31/03/2014;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;6.39;2.473;74.62;3.876;ND;ND;14.41;0.729;0.131;0.076;15.35;0.265;90.9;7.3;0.899;24.8;0.324;ND;ND;ND;ND
6.746;31/03/2014;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;7.28;3.612;65.13;5.954;ND;ND;17.43;0.997;0.195;0.054;18.68;0.459;21.29;3.8;0.700;49;0.285;ND;ND;ND;ND
6.747;31/03/2014;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;7.92;4.751;9.913;13.69;ND;ND;18.25;1.336;0.147;0.038;19.77;0.603;23;6;0.8;95;0.518;ND;ND;ND;ND
6.748;31/03/2014;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;NO;8.01;5.580;25.01;8.598;ND;ND;20.18;0.555;0.134;0.054;20.92;0.583;20.2;6.4;0.899;36;0.499;ND;ND;ND;ND
6.749;31/03/2014;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;7.53;5.010;131.7;7.465;ND;ND;15.92;1.336;0.467;0.038;17.76;0.623;28.2;2.300;0.5;19;0.460;ND;ND;ND;ND
6.750;31/03/2014;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;7.35;3.612;6.684;132.7;ND;ND;18.46;0.359;<0.09;0.032;18.93;2.858;15.2;3.400;0.5;53.00;0.343;ND;ND;ND;ND
6.751;31/03/2014;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;8.1;3.716;9.210;5.387;ND;ND;20.31;0.349;0.214;0.048;20.93;0.537;9.5;5;0.6;5.5;0.285;ND;ND;ND;ND
6.773;31/03/2014;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;6.45;3.405;61.60;5.954;ND;ND;14.75;1.089;0.185;0.070;16.10;0.552;78.60;3.2;0.899;24;0.305;ND;ND;ND;ND
6.774;31/03/2014;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;7.23;4.078;14.86;4.820;ND;ND;14.41;0.318;0.182;0.032;14.94;0.563;22.20;2.7;1.2;13.79;0.305;ND;ND;ND;ND
6.793;31/03/2014;CUNDINAMARCA;QUIPILE;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;7.61;7.340;96.87;17.47;ND;ND;16.26;0.863;0.256;0.065;17.45;0.800;16.10;3.7;0.6;56.00;0.693;ND;ND;ND;ND
7.399;7/02/2014;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 1 a 5 años;Ondulado;Regular drenaje;No indica;UREA;6.06;7.477;13.90;4.780;ND;ND;20.04;1.583;0.275;0.070;21.97;0.247;89;2.9;3.2;14.5;0.106;ND;ND;ND;ND
7.400;7/02/2014;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 1 a 5 años;Ondulado;Regular drenaje;No indica;UREA;5.87;7.373;17.10;5.806;ND;ND;10.93;1.480;1.478;0.081;13.97;0.262;480.9;2.1;2.6;3.1;0.289;ND;ND;ND;ND
7.852;28/02/2014;VALLE DEL CAUCA;FLORIDA;Caña Panelera;Establecido;Mas de 10 años;Plano;Buen drenaje;Gravedad;UREA;6.42;0.953;28.23;4.739;ND;ND;8.461;6.353;0.163;0.157;15.13;0.126;124;3.8;2.9;0.899;0.117;ND;ND;ND;ND
7.858;28/02/2014;VALLE DEL CAUCA;FLORIDA;Caña Panelera;Establecido;Mas de 10 años;Plano;Buen drenaje;Gravedad;UREA;6.51;1.179;15.69;4.884;ND;ND;8.311;6.538;0.172;0.141;15.16;0.083;115;3.900;4.8;0.899;0.117;ND;ND;ND;ND
7.859;28/02/2014;VALLE DEL CAUCA;FLORIDA;Caña Panelera;Establecido;Mas de 10 años;Plano;Buen drenaje;Gravedad;UREA;6.09;1.134;25.39;7.647;ND;ND;7.899;6.229;0.185;0.125;14.44;0.209;133;4.3;4;1.6;0.207;ND;ND;ND;ND
8.265;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Buen drenaje;No Tiene;15-15-15;6.1;0.606;4.297;5.826;ND;ND;12.28;5.427;0.246;0.081;18.03;0.366;16.7;1.799;15.2;0.700;0.129;ND;ND;ND;ND
8.283;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 1 a 5 años;Ondulado;Buen drenaje;No indica;UREA 15-15-15;5.71;2.103;3.958;4.697;ND;ND;10.44;2.837;0.441;0.125;13.84;0.277;69.5;4.400;18.2;2;0.165;ND;ND;ND;ND
8.284;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Buen drenaje;No Tiene;15-15-15;6.08;1.604;2.165;2.016;ND;ND;16.43;9.159;0.316;0.108;26.02;0.093;12.1;2.800;6.899;0.4;0.093;ND;ND;ND;ND
8.285;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Buen drenaje;No Tiene;15-15-16;5.87;1.332;2.368;5.826;ND;ND;16.13;8.820;0.432;0.076;25.46;0.267;12;2.9;11.39;0.5;0.165;ND;ND;ND;ND
8.286;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Buen drenaje;No Tiene;15-15-17;5.55;3.645;18.80;4.979;ND;ND;15.76;6.723;0.72;0.054;23.25;0.212;21.09;2.9;11.79;1.2;0.093;ND;ND;ND;ND
8.346;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 1 a 5 años;Ondulado;Buen drenaje;No indica;UREA 15-15-15;5.69;1.286;13.87;8.649;ND;ND;15.16;4.811;0.393;0.065;20.43;0.568;13.4;1.9;17.3;0.5;0.309;ND;ND;ND;ND
8.521;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Buen drenaje;No Tiene;15-15-15;5.57;3.191;19.32;7.379;ND;ND;12.61;3.700;0.809;0.038;17.16;0.454;27.7;3.7;9;1.2;0.237;ND;ND;ND;ND
8.522;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 1 a 5 años;Ondulado;Buen drenaje;No Tiene;15-15-15;6.32;2.602;4.974;4.274;ND;ND;15.08;5.859;0.316;0.081;21.34;0.199;9.800;1.9;14.29;0.5;0.111;ND;ND;ND;ND
8.523;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 1 a 5 años;Ondulado;Buen drenaje;No Tiene;15-15-15;5.65;2.103;74.10;4.556;ND;ND;15.20;5.859;0.528;0.048;21.63;0.335;10.5;1.799;7.9;2.6;0.165;ND;ND;ND;ND
8.739;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;15-15-15;7.5;0.878;3.265;4.274;ND;ND;10.29;3.700;0.198;0.070;14.26;0.272;48.7;3.5;18.3;0.8;0.129;ND;ND;ND;ND
8.740;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Buen drenaje;No Tiene;15-15-15;7.75;1.513;4.449;5.121;ND;ND;17.59;6.106;0.419;0.184;24.30;0.275;14.1;2.4;21.09;1.9;0.093;ND;ND;ND;ND
8.741;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Buen drenaje;No Tiene;NO UTILIZA;5.9;1.876;2.554;5.121;ND;ND;10.74;5.366;0.192;0.184;16.48;0.234;39.30;3;18;0.899;0.165;ND;ND;ND;ND
8.742;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Buen drenaje;No Tiene;15-15-15;6.65;1.196;6.734;3.709;ND;ND;14.71;9.005;0.291;0.141;24.15;0.454;15.5;1.3;15;0.3;0.147;ND;ND;ND;ND
8.744;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 1 a 5 años;Ondulado;Buen drenaje;No Tiene;15-15-15;7.88;0.515;2.740;2.439;ND;ND;16.58;8.367;0.355;0.141;25.45;0.232;12;1.799;9.200;0.5;0.093;ND;ND;ND;ND
8.745;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;15-15-15;6.09;2.330;12.67;6.250;ND;ND;20.52;1.912;0.556;0.065;23.05;0.358;8.5;2.1;7.3;1;0.309;ND;ND;ND;ND
8.750;16/05/2014;NARIÑO;SANDONÁ;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Buen drenaje;No Tiene;UREA 15-15-15;6.11;2.284;2.621;3.568;ND;ND;8.274;3.084;0.176;0.038;11.57;0.209;46;2.6;13.4;0.5;0.309;ND;ND;ND;ND
